X,Y,Z,ElapsedTime,LoopTime
0.20,0.20,-9.26,902.79,0.013
-0.39,0.00,-9.61,902.81,0.013
-0.43,-0.16,-9.49,902.82,0.012
0.67,-0.31,-8.90,902.83,0.014
-0.04,-0.12,-9.85,902.84,0.012
0.00,0.04,-9.38,902.86,0.012
0.24,0.20,-8.87,902.87,0.013
0.00,-0.16,-9.22,902.88,0.013
0.63,-0.04,-8.36,902.90,0.013
-0.43,0.04,-9.18,902.91,0.012
-0.08,0.59,-8.94,902.92,0.014
0.04,0.08,-9.73,902.93,0.012
0.35,-0.20,-9.61,902.95,0.012
-0.27,-0.43,-9.69,902.96,0.014
-0.08,0.31,-10.32,902.97,0.012
-2.35,-9.41,-2.94,902.98,0.013
2.82,-4.51,-12.36,903.00,0.012
3.69,1.80,-8.55,903.01,0.014
-0.39,-2.20,-10.20,903.02,0.012
-1.45,3.53,-11.38,903.04,0.013
1.02,1.65,-11.06,903.05,0.013
-1.96,-0.90,-11.85,903.06,0.013
0.00,-0.63,-9.96,903.07,0.012
1.29,0.59,-9.34,903.09,0.013
0.39,-1.41,-11.38,903.10,0.012
-0.04,-0.59,-10.55,903.11,0.013
0.78,0.39,-10.24,903.12,0.013
-0.39,0.86,-11.10,903.14,0.013
1.06,-1.02,-10.00,903.15,0.013
0.20,-0.55,-10.36,903.16,0.012
0.20,0.20,-10.94,903.18,0.014
-0.20,0.16,-10.98,903.19,0.012
0.20,-0.82,-9.92,903.20,0.013
0.27,0.75,-9.61,903.21,0.013
0.39,-0.39,-9.73,903.23,0.013
-0.51,-0.04,-9.92,903.24,0.012
0.35,-0.47,-10.36,903.25,0.013
-0.12,0.51,-9.96,903.27,0.013
0.24,0.00,-9.81,903.28,0.013
-0.27,-0.16,-9.81,903.29,0.012
0.04,0.47,-9.92,903.30,0.014
-0.20,0.35,-9.57,903.32,0.012
-0.39,-0.31,-9.41,903.33,0.012
0.00,0.35,-10.04,903.34,0.014
0.16,0.35,-10.12,903.35,0.012
-0.20,0.16,-10.55,903.37,0.013
0.31,-0.24,-9.65,903.38,0.012
0.24,0.27,-9.96,903.39,0.014
0.24,0.04,-10.20,903.41,0.012
-0.08,0.04,-9.96,903.42,0.013
0.16,0.00,-9.96,903.43,0.013
-0.12,0.47,-9.85,903.44,0.013
0.39,0.12,-10.08,903.46,0.012
0.04,0.00,-9.73,903.47,0.014
0.00,0.12,-10.04,903.48,0.012
0.16,0.24,-10.12,903.49,0.012
0.39,0.04,-9.30,903.51,0.012
0.00,0.20,-9.96,903.52,0.013
0.35,0.16,-9.77,903.53,0.013
0.12,0.20,-10.20,903.54,0.012
0.08,0.24,-10.08,903.56,0.014
0.24,0.12,-9.96,903.57,0.012
0.31,0.04,-10.00,903.58,0.013
0.12,0.12,-9.92,903.60,0.013
0.04,0.12,-9.65,903.61,0.013
-0.39,0.12,-10.08,903.62,0.012
0.24,0.00,-10.16,903.63,0.013
0.04,0.12,-10.20,903.65,0.013
-0.24,0.12,-10.24,903.66,0.013
0.00,0.00,-9.65,903.67,0.012
0.04,-0.04,-9.77,903.69,0.014
0.00,-0.20,-9.81,903.70,0.012
0.04,0.00,-9.81,903.71,0.012
0.08,0.00,-9.89,903.72,0.014
0.00,0.00,-9.81,903.74,0.012
0.47,0.20,-9.96,903.75,0.013
-0.08,0.16,-10.00,903.76,0.012
0.20,0.27,-10.16,903.77,0.013
0.04,0.00,-9.89,903.79,0.013
0.04,0.00,-9.81,903.80,0.012
0.16,0.24,-10.51,903.81,0.014
-0.08,-0.12,-10.63,903.83,0.012
0.16,-0.24,-9.96,903.84,0.013
-0.04,0.12,-10.59,903.85,0.013
0.55,0.16,-10.83,903.86,0.013
-0.04,-0.08,-10.59,903.88,0.012
0.20,-0.04,-10.40,903.89,0.013
0.16,0.35,-10.32,903.90,0.013
0.39,0.35,-10.12,903.92,0.013
0.12,0.08,-10.47,903.93,0.013
0.24,-0.04,-10.20,903.94,0.013
0.90,0.43,-10.20,903.95,0.013
-0.47,-0.04,-10.67,903.97,0.012
0.04,-0.04,-10.47,903.98,0.014
0.12,0.04,-11.10,903.99,0.012
0.39,0.20,-10.59,904.01,0.013
0.00,0.27,-11.57,904.02,0.012
0.20,1.10,-9.10,904.03,0.014
0.16,1.84,-9.65,904.04,0.012
-0.78,1.53,-10.12,904.06,0.013
-0.55,2.98,-8.90,904.07,0.013
0.63,-0.86,-9.96,904.08,0.013
0.04,-0.31,-9.34,904.09,0.012
0.55,-1.02,-9.06,904.11,0.014
-0.67,0.55,-9.06,904.12,0.012
0.04,1.77,-8.79,904.13,0.013
-0.31,-0.04,-9.10,904.15,0.012
0.24,0.63,-8.71,904.16,0.013
0.04,-0.94,-9.81,904.17,0.012
-0.16,0.59,-9.26,904.18,0.012
0.47,-0.16,-9.06,904.20,0.014
-0.24,0.12,-9.38,904.21,0.012
-0.24,-0.31,-9.73,904.22,0.013
-0.04,-0.04,-9.26,904.24,0.013
0.16,0.67,-9.22,904.25,0.013
0.55,-0.20,-9.57,904.26,0.012
0.20,0.43,-8.83,904.27,0.013
0.31,-0.35,-9.41,904.29,0.013
0.39,0.24,-9.53,904.30,0.012
-0.24,-0.08,-9.77,904.31,0.013
-0.16,0.12,-9.85,904.32,0.013
0.71,0.35,-9.69,904.34,0.013
0.27,-0.12,-9.81,904.35,0.012
0.04,0.08,-9.77,904.36,0.014
-0.67,-0.31,-9.57,904.38,0.012
-0.04,0.27,-10.08,904.39,0.013
0.00,-0.08,-10.08,904.40,0.012
-0.27,0.04,-9.61,904.41,0.014
0.20,0.04,-9.49,904.43,0.012
-0.04,0.24,-10.04,904.44,0.012
-0.08,0.16,-9.69,904.45,0.014
0.12,-0.39,-9.73,904.46,0.012
0.08,0.20,-9.81,904.48,0.013
0.20,-0.08,-10.16,904.49,0.012
0.24,-0.35,-9.69,904.50,0.014
0.31,0.00,-10.16,904.52,0.012
0.00,0.16,-10.04,904.53,0.013
0.16,0.35,-10.16,904.54,0.013
-0.04,-0.12,-9.45,904.55,0.013
0.00,0.12,-9.96,904.57,0.012
0.00,-0.12,-9.53,904.58,0.014
0.04,0.39,-10.16,904.59,0.012
0.12,0.04,-9.92,904.61,0.013
-0.08,0.04,-9.57,904.62,0.012
0.27,0.63,-10.16,904.63,0.013
-0.08,0.12,-9.96,904.64,0.013
0.00,0.04,-10.00,904.66,0.012
0.51,-0.31,-9.81,904.67,0.014
0.04,-0.08,-10.04,904.68,0.012
0.08,0.12,-10.20,904.69,0.013
0.16,0.04,-10.24,904.71,0.013
-0.08,0.16,-10.16,904.72,0.013
0.00,0.16,-9.89,904.73,0.012
0.27,0.35,-10.00,904.75,0.013
0.00,-0.04,-10.00,904.76,0.013
0.12,0.12,-10.00,904.77,0.013
0.00,0.24,-9.92,904.78,0.012
0.24,0.08,-10.16,904.80,0.014
0.16,-0.04,-10.12,904.81,0.012
0.00,0.20,-9.92,904.82,0.013
0.31,0.04,-10.24,904.84,0.013
0.31,0.04,-10.47,904.85,0.013
0.12,0.00,-9.92,904.86,0.012
-0.04,0.04,-9.96,904.87,0.013
-0.12,-0.16,-9.61,904.89,0.013
0.04,0.04,-9.30,904.90,0.012
0.12,0.20,-9.26,904.91,0.013
0.24,0.24,-9.85,904.92,0.013
0.24,0.16,-9.26,904.94,0.013
0.24,0.12,-9.30,904.95,0.012
0.67,0.04,-9.30,904.96,0.014
0.00,-0.04,-9.26,904.98,0.012
0.24,0.31,-9.41,904.99,0.012
0.27,-0.16,-9.14,905.00,0.013
-0.12,0.12,-9.30,905.01,0.013
0.82,0.12,-8.79,905.03,0.013
-0.27,0.16,-9.53,905.04,0.012
0.31,-0.12,-9.69,905.05,0.014
0.39,0.35,-9.06,905.06,0.012
0.08,0.31,-9.14,905.08,0.012
-0.31,0.27,-9.73,905.09,0.014
0.43,0.16,-8.59,905.10,0.012
0.27,0.12,-9.06,905.12,0.013
-0.04,-0.04,-9.26,905.13,0.012
-0.04,0.08,-9.57,905.14,0.014
-0.12,-0.08,-9.96,905.15,0.012
-0.04,0.31,-10.12,905.17,0.012
-0.20,0.16,-10.71,905.18,0.013
2.31,-0.55,-11.06,905.19,0.013
5.92,-8.08,-7.73,905.20,0.012
-0.78,1.49,-9.26,905.22,0.014
-0.67,4.28,-11.49,905.23,0.012
1.14,1.80,-10.71,905.24,0.013
1.26,-1.61,-10.51,905.25,0.012
-1.88,-0.94,-9.49,905.27,0.014
1.06,0.75,-9.73,905.28,0.012
-0.67,1.61,-11.49,905.29,0.013
0.47,-1.41,-11.10,905.31,0.013
0.39,0.35,-10.12,905.32,0.013
0.43,0.67,-10.83,905.33,0.012
-0.27,0.94,-11.02,905.35,0.014
0.27,-0.39,-10.16,905.36,0.012
0.04,1.02,-10.47,905.37,0.013
-0.20,-0.16,-10.59,905.38,0.012
-0.31,-0.67,-9.96,905.40,0.014
0.24,-0.27,-10.28,905.41,0.012
-0.08,1.02,-10.20,905.42,0.013
0.43,-0.12,-10.00,905.44,0.014
0.20,-0.35,-10.12,905.45,0.012
-0.12,0.31,-10.55,905.46,0.013
-0.04,0.43,-9.81,905.47,0.013
0.24,-0.20,-9.85,905.49,0.013
-0.04,-0.16,-9.73,905.50,0.012
-0.16,0.20,-9.89,905.51,0.013
0.12,-0.16,-9.85,905.52,0.013
0.12,0.16,-9.92,905.54,0.012
-0.63,0.51,-10.71,905.55,0.013
0.04,0.08,-10.00,905.56,0.013
0.43,-0.08,-9.85,905.58,0.013
0.04,-0.20,-10.28,905.59,0.012
-0.08,0.24,-9.96,905.60,0.014
0.12,0.08,-10.00,905.61,0.012
-0.16,0.12,-9.65,905.63,0.013
0.04,-0.16,-9.73,905.64,0.012
0.04,0.00,-9.92,905.65,0.014
0.00,0.20,-9.77,905.66,0.012
-0.04,0.04,-9.81,905.68,0.012
0.00,0.35,-10.04,905.69,0.014
0.24,-0.12,-9.92,905.70,0.012
-0.12,0.27,-10.20,905.72,0.013
0.08,0.12,-10.36,905.73,0.013
0.12,0.00,-9.96,905.74,0.013
0.12,-0.31,-9.69,905.75,0.012
0.08,0.04,-9.96,905.77,0.013
0.16,0.16,-9.96,905.78,0.013
0.08,0.08,-10.36,905.79,0.012
0.08,0.16,-9.89,905.80,0.013
0.00,0.08,-9.96,905.82,0.013
0.27,0.04,-9.89,905.83,0.013
-0.16,0.08,-10.40,905.84,0.012
0.08,0.43,-9.85,905.86,0.014
0.12,0.00,-9.92,905.87,0.012
-0.12,0.08,-10.28,905.88,0.012
0.04,0.00,-10.08,905.89,0.013
0.04,0.08,-9.92,905.91,0.013
0.00,0.16,-10.16,905.92,0.013
0.04,0.08,-9.81,905.93,0.012
0.08,0.08,-9.85,905.95,0.014
-0.16,0.08,-9.96,905.96,0.012
0.04,-0.04,-9.38,905.97,0.012
0.27,0.08,-9.85,905.98,0.013
0.00,0.08,-9.92,906.00,0.013
-0.04,0.04,-10.55,906.01,0.013
0.08,0.12,-10.51,906.02,0.012
0.16,0.12,-10.12,906.03,0.014
-0.35,-0.04,-10.71,906.05,0.012
0.12,0.12,-10.43,906.06,0.013
0.00,0.12,-10.90,906.07,0.013
0.16,-0.04,-10.67,906.09,0.013
0.12,-0.47,-9.85,906.10,0.012
-0.12,0.04,-10.36,906.11,0.013
0.20,-0.12,-10.47,906.12,0.013
-0.51,0.31,-10.83,906.14,0.013
-0.08,-0.08,-10.24,906.15,0.012
-0.27,0.39,-10.55,906.16,0.014
-0.63,0.16,-10.59,906.18,0.013
0.39,0.67,-10.43,906.19,0.012
-0.71,0.43,-10.87,906.20,0.014
-0.39,1.88,-10.28,906.21,0.012
0.43,-5.53,-11.02,906.23,0.013
0.08,0.39,-10.32,906.24,0.012
-0.43,1.45,-10.04,906.25,0.014
-0.90,2.63,-9.73,906.27,0.012
0.51,-1.37,-9.81,906.28,0.013
-0.39,0.86,-8.55,906.29,0.013
0.63,-0.78,-8.47,906.30,0.013
0.04,-0.55,-8.47,906.32,0.012
0.16,0.12,-9.22,906.33,0.014
-0.12,-0.12,-9.89,906.34,0.012
0.12,0.63,-8.55,906.36,0.013
-0.35,-0.39,-9.81,906.37,0.012
0.31,0.63,-8.90,906.38,0.013
0.27,-0.20,-9.38,906.39,0.013
0.78,0.31,-8.47,906.41,0.012
-0.63,0.16,-9.81,906.42,0.014
0.08,0.16,-9.96,906.43,0.012
0.67,0.27,-9.61,906.44,0.013
-1.02,-0.12,-9.89,906.46,0.013
0.82,0.63,-8.94,906.47,0.013
-0.08,0.00,-8.94,906.48,0.012
0.08,0.47,-9.38,906.49,0.012
0.20,-0.24,-9.69,906.51,0.014
-0.27,-0.16,-9.81,906.52,0.012
0.08,0.00,-9.89,906.53,0.013
-0.12,-0.08,-9.61,906.55,0.013
0.35,0.55,-10.04,906.56,0.013
0.12,0.27,-10.40,906.57,0.012
0.24,0.20,-9.92,906.59,0.014
0.24,0.27,-10.47,906.60,0.012
-0.04,0.12,-9.92,906.61,0.012
0.16,0.04,-9.85,906.62,0.012
-0.08,0.08,-9.85,906.63,0.013
-0.08,0.35,-9.81,906.65,0.013
0.04,0.12,-9.85,906.66,0.012
0.27,0.20,-9.69,906.67,0.014
0.04,0.00,-10.43,906.69,0.012
0.16,0.24,-9.92,906.70,0.012
0.20,-0.04,-10.08,906.71,0.014
0.43,0.47,-10.63,906.72,0.012
0.04,0.12,-10.24,906.74,0.013
0.08,0.12,-9.89,906.75,0.012
0.08,0.04,-9.96,906.76,0.014
0.04,0.00,-10.08,906.77,0.012
-0.04,0.16,-9.81,906.79,0.013
-0.12,0.16,-10.12,906.80,0.013
0.12,0.12,-9.73,906.81,0.013
0.12,0.12,-10.00,906.83,0.012
0.04,0.16,-9.92,906.84,0.014
0.67,0.27,-10.47,906.85,0.012
0.20,0.00,-9.73,906.86,0.013
0.00,0.08,-9.81,906.88,0.012
-0.04,0.00,-9.81,906.89,0.013
0.00,0.00,-9.85,906.90,0.013
0.08,0.00,-9.92,906.91,0.012
-0.04,0.04,-9.77,906.93,0.013
-0.08,0.24,-9.81,906.94,0.012
0.08,0.24,-9.89,906.95,0.012
0.00,0.12,-10.00,906.97,0.014
0.20,-0.24,-9.89,906.98,0.012
0.20,0.08,-10.20,906.99,0.013
0.20,0.12,-10.00,907.00,0.012
-0.12,0.08,-10.47,907.02,0.014
-0.04,-0.08,-9.96,907.03,0.012
0.00,0.00,-9.81,907.04,0.013
0.08,0.04,-9.85,907.05,0.013
0.27,0.16,-9.96,907.07,0.012
0.04,0.04,-9.53,907.08,0.013
0.00,0.24,-9.65,907.09,0.013
-0.39,0.00,-9.77,907.11,0.013
0.20,0.16,-9.65,907.12,0.012
0.31,0.12,-9.14,907.13,0.012
0.04,-0.39,-8.94,907.14,0.014
0.00,-0.08,-9.10,907.16,0.012
-0.39,-0.04,-9.18,907.17,0.013
0.00,0.24,-9.41,907.18,0.013
0.43,0.24,-9.65,907.19,0.013
-0.47,0.04,-9.73,907.21,0.012
0.94,-0.35,-9.02,907.22,0.012
-0.20,0.35,-8.83,907.23,0.014
-0.55,0.20,-9.73,907.24,0.012
0.51,0.20,-8.75,907.26,0.013
0.04,-0.20,-9.02,907.27,0.013
-0.12,0.12,-9.22,907.28,0.013
-0.39,-0.08,-9.34,907.30,0.012
-0.04,0.39,-9.34,907.31,0.014
-0.08,0.27,-8.94,907.32,0.012
0.35,0.04,-9.53,907.33,0.012
-0.35,-0.35,-9.89,907.35,0.013
0.31,0.43,-10.20,907.36,0.013
0.00,0.20,-5.73,907.37,0.013
2.16,-1.22,-12.24,907.38,0.012
4.94,-6.28,-8.00,907.40,0.014
-1.84,2.08,-9.06,907.41,0.012
-1.57,4.39,-11.22,907.42,0.013
0.82,2.16,-11.14,907.44,0.013
1.80,-2.20,-10.94,907.45,0.013
0.04,-0.71,-10.04,907.46,0.012
1.26,0.67,-9.53,907.47,0.013
-0.78,1.45,-11.53,907.49,0.013
-0.12,-0.43,-10.75,907.50,0.013
0.63,0.31,-10.04,907.51,0.013
0.55,0.51,-10.90,907.53,0.013
-0.71,-0.63,-9.81,907.54,0.013
0.00,-0.71,-10.28,907.55,0.012
0.00,1.22,-11.18,907.57,0.014
0.12,0.43,-11.38,907.58,0.012
0.51,-0.63,-10.24,907.59,0.013
-0.08,-0.47,-10.40,907.60,0.012
-0.24,1.10,-10.32,907.62,0.014
0.00,0.27,-10.04,907.63,0.012
0.24,-0.43,-10.36,907.64,0.013
0.27,0.04,-10.16,907.65,0.013
0.27,-0.20,-9.77,907.67,0.013
0.04,0.04,-9.85,907.68,0.012
0.20,-0.20,-9.81,907.69,0.014
0.12,0.08,-10.24,907.71,0.012
0.04,-0.27,-10.00,907.72,0.013
0.16,-0.20,-9.41,907.73,0.012
-0.08,0.35,-10.67,907.74,0.014
0.08,-0.04,-9.96,907.76,0.012
0.00,0.20,-10.08,907.77,0.013
0.12,-0.12,-9.89,907.78,0.013
0.16,0.16,-9.89,907.80,0.013
-0.08,0.00,-10.40,907.81,0.012
0.04,-0.27,-9.41,907.82,0.014
0.00,0.43,-10.00,907.83,0.012
0.08,0.12,-10.00,907.85,0.012
-0.08,0.00,-9.38,907.86,0.013
-0.04,-0.04,-10.47,907.87,0.013
0.04,0.16,-9.85,907.88,0.013
0.12,0.00,-9.81,907.90,0.012
0.08,0.24,-9.92,907.91,0.014
0.04,-0.04,-9.81,907.92,0.012
0.12,0.00,-9.89,907.94,0.013
0.08,-0.47,-10.00,907.95,0.013
0.04,-0.04,-9.85,907.96,0.012
0.00,0.12,-10.08,907.97,0.012
-0.04,0.12,-10.04,907.98,0.012
-0.20,0.24,-9.92,908.00,0.014
0.04,0.20,-10.00,908.01,0.012
0.51,0.47,-10.32,908.02,0.013
0.16,0.12,-9.96,908.04,0.013
0.12,0.24,-9.92,908.05,0.013
0.12,-0.04,-9.96,908.06,0.012
0.31,-0.04,-10.20,908.08,0.014
-0.04,0.08,-9.89,908.09,0.012
0.20,0.04,-10.00,908.10,0.013
0.47,-0.35,-10.00,908.11,0.012
0.00,0.16,-10.00,908.13,0.014
0.12,0.20,-9.92,908.14,0.012
-0.12,-0.04,-9.34,908.15,0.012
-0.04,0.24,-10.24,908.16,0.014
0.08,0.12,-10.04,908.18,0.012
0.31,0.08,-10.04,908.19,0.013
-0.12,0.08,-10.51,908.20,0.013
0.16,0.00,-10.28,908.22,0.013
0.12,0.24,-10.16,908.23,0.012
0.00,-0.04,-10.87,908.24,0.013
0.00,0.16,-10.98,908.25,0.013
0.24,0.04,-10.79,908.27,0.013
0.55,0.00,-10.87,908.28,0.012
-0.04,-0.08,-10.20,908.29,0.014
0.71,-0.27,-10.00,908.31,0.013
0.16,0.24,-10.55,908.32,0.012
-0.16,0.24,-10.36,908.33,0.014
0.78,0.16,-9.81,908.34,0.012
-0.31,0.00,-10.08,908.36,0.013
0.00,0.47,-10.98,908.37,0.012
0.12,0.08,-10.71,908.38,0.014
0.12,-0.51,-10.83,908.40,0.012
-0.20,-0.67,-10.67,908.41,0.013
0.55,1.37,-9.45,908.42,0.013
0.24,0.75,-10.12,908.43,0.013
-0.16,1.02,-10.28,908.45,0.012
-0.71,-0.12,-9.69,908.46,0.014
0.08,-1.53,-9.69,908.47,0.012
-0.31,0.94,-9.02,908.49,0.013
0.47,-0.04,-9.69,908.50,0.012
-0.08,1.26,-8.67,908.51,0.014
-0.04,0.75,-8.79,908.52,0.012
-0.47,0.12,-9.38,908.54,0.013
0.51,-0.71,-9.22,908.55,0.013
-0.20,-0.55,-9.92,908.56,0.012
-0.08,0.71,-8.63,908.57,0.013
0.04,-0.51,-9.38,908.59,0.013
0.78,0.47,-8.28,908.60,0.013
-0.43,-0.16,-9.38,908.61,0.012
-0.35,-0.51,-8.79,908.63,0.013
-0.08,-0.12,-9.18,908.64,0.013
-1.06,0.04,-10.12,908.65,0.013
0.71,0.63,-8.75,908.66,0.012
-0.16,-0.12,-9.96,908.68,0.014
0.00,0.20,-9.57,908.69,0.012
-0.16,-0.08,-9.45,908.70,0.012
0.08,0.39,-9.81,908.72,0.014
0.00,-0.08,-9.73,908.73,0.012
-0.39,0.16,-9.89,908.74,0.013
0.08,-0.24,-9.77,908.75,0.012
-0.12,-0.08,-9.85,908.77,0.014
0.27,-0.16,-9.77,908.78,0.012
-0.12,0.04,-9.92,908.79,0.013
0.16,0.35,-9.77,908.80,0.013
-0.04,0.16,-9.53,908.82,0.012
0.39,0.20,-10.28,908.83,0.013
0.08,0.08,-9.92,908.84,0.013
0.31,0.27,-10.00,908.86,0.013
-0.08,0.47,-9.73,908.87,0.012
0.24,-0.04,-10.04,908.88,0.013
0.12,0.16,-10.00,908.89,0.013
0.35,-0.24,-9.85,908.91,0.013
0.12,-0.04,-9.77,908.92,0.012
0.27,-0.04,-9.89,908.93,0.014
0.12,0.39,-10.40,908.94,0.012
-0.04,0.16,-9.96,908.96,0.013
0.04,0.16,-9.92,908.97,0.013
0.12,0.43,-10.28,908.98,0.013
-0.20,0.20,-10.12,909.00,0.012
0.16,0.16,-9.96,909.01,0.013
0.00,0.04,-10.16,909.02,0.013
-0.08,-0.51,-9.41,909.03,0.012
0.12,0.12,-10.00,909.05,0.013
0.20,0.16,-9.96,909.06,0.013
-0.24,-0.20,-9.38,909.07,0.013
-0.20,0.04,-9.96,909.08,0.012
0.08,0.08,-9.85,909.10,0.014
0.24,-0.27,-9.73,909.11,0.012
0.12,0.27,-9.96,909.12,0.013
0.00,0.08,-9.81,909.14,0.012
0.08,0.24,-9.96,909.15,0.013
-0.51,-0.27,-9.38,909.16,0.013
0.16,0.08,-10.04,909.17,0.012
0.24,0.16,-10.00,909.19,0.014
-0.24,0.08,-9.61,909.20,0.012
0.00,0.00,-9.85,909.21,0.013
0.12,-0.04,-9.89,909.23,0.013
0.35,0.08,-9.96,909.24,0.012
0.12,0.35,-10.00,909.25,0.012
0.12,0.20,-9.92,909.26,0.012
-0.16,0.12,-9.61,909.28,0.014
0.08,0.39,-10.24,909.29,0.012
0.12,-0.24,-9.02,909.30,0.013
0.04,0.00,-9.18,909.31,0.013
0.31,0.35,-9.49,909.33,0.013
0.12,0.08,-9.06,909.34,0.012
0.00,0.00,-9.22,909.35,0.012
0.51,0.27,-8.63,909.36,0.014
-0.08,0.12,-9.38,909.38,0.012
0.55,-0.12,-9.38,909.39,0.013
0.90,0.04,-8.79,909.40,0.013
-0.04,0.35,-9.38,909.41,0.012
-0.90,0.04,-9.85,909.43,0.013
0.31,0.39,-9.26,909.44,0.013
0.12,0.12,-9.06,909.45,0.013
0.27,0.08,-9.65,909.47,0.012
0.16,0.00,-9.02,909.48,0.013
0.82,0.12,-8.51,909.49,0.013
0.08,0.31,-8.55,909.50,0.012
0.08,-0.04,-9.41,909.52,0.013
0.35,0.27,-9.22,909.53,0.013
0.12,0.24,-9.38,909.54,0.013
-0.47,-0.27,-10.12,909.55,0.012
0.35,0.31,-10.40,909.57,0.014
-2.59,-0.51,-13.93,909.58,0.012
0.94,-2.86,-8.71,909.59,0.013
0.51,-3.33,-11.02,909.61,0.012
2.39,-3.30,-11.45,909.62,0.014
-2.08,3.96,-12.28,909.63,0.012
0.00,-0.71,-10.63,909.64,0.013
0.24,-0.08,-9.96,909.66,0.013
0.04,-0.27,-9.57,909.67,0.012
0.75,0.63,-10.79,909.68,0.012
0.35,-1.49,-11.14,909.70,0.014
-1.18,0.47,-10.83,909.71,0.013
0.94,1.22,-10.90,909.72,0.012
-0.27,0.27,-10.83,909.73,0.013
0.20,-1.26,-10.24,909.75,0.013
0.08,0.12,-10.36,909.76,0.013
-0.04,-0.04,-10.98,909.77,0.012
-0.67,0.51,-10.59,909.79,0.014
0.47,-0.75,-9.73,909.80,0.012
0.04,0.47,-9.89,909.81,0.013
0.35,-0.08,-9.89,909.82,0.013
-0.43,0.04,-10.36,909.84,0.013
0.08,0.71,-10.12,909.85,0.012
-0.04,0.63,-10.20,909.86,0.013
0.24,0.08,-10.32,909.87,0.013
0.16,0.12,-9.89,909.89,0.013
0.12,0.55,-9.89,909.90,0.012
0.16,0.35,-10.24,909.91,0.014
-0.16,-0.31,-9.69,909.93,0.012
0.08,0.35,-10.08,909.94,0.013
-0.12,0.24,-10.32,909.95,0.013
0.39,-0.16,-9.61,909.96,0.013
0.00,0.04,-9.96,909.98,0.012
0.04,0.39,-9.92,909.99,0.013
0.08,0.08,-10.12,910.00,0.013
0.12,0.00,-9.96,910.02,0.013
-0.27,0.20,-10.04,910.03,0.012
0.31,0.51,-9.81,910.04,0.013
0.16,0.16,-10.08,910.05,0.013
0.12,-0.04,-10.00,910.07,0.012
0.04,0.16,-9.89,910.08,0.014
0.16,0.27,-9.96,910.09,0.012
0.04,0.08,-9.81,910.10,0.013
0.20,0.24,-10.16,910.12,0.012
0.00,0.16,-9.81,910.13,0.014
0.04,0.08,-9.96,910.14,0.012
-0.16,0.12,-9.81,910.16,0.013
-0.16,-0.12,-10.08,910.17,0.013
-0.08,-0.12,-10.04,910.18,0.012
-0.16,0.24,-9.81,910.19,0.012
-0.43,0.12,-10.40,910.21,0.014
0.24,0.00,-9.45,910.22,0.012
0.08,-0.08,-9.89,910.23,0.012
0.08,0.71,-10.40,910.24,0.013
0.16,0.16,-10.00,910.26,0.013
0.08,0.08,-9.92,910.27,0.013
0.20,0.12,-10.12,910.28,0.012
0.55,0.24,-9.77,910.30,0.014
0.08,0.04,-9.89,910.31,0.012
-0.04,0.00,-9.85,910.32,0.013
0.39,0.31,-10.20,910.33,0.013
0.08,0.04,-9.92,910.35,0.013
0.12,0.24,-10.16,910.36,0.012
-0.04,-0.04,-10.36,910.37,0.013
0.12,0.00,-9.77,910.39,0.013
0.04,0.16,-10.12,910.40,0.012
-0.08,0.16,-10.75,910.41,0.013
0.04,-0.04,-10.63,910.42,0.014
0.20,0.08,-10.16,910.44,0.012
0.00,0.00,-10.40,910.45,0.013
0.08,0.27,-11.18,910.46,0.013
0.39,0.16,-10.71,910.48,0.013
-0.31,-0.08,-10.94,910.49,0.012
0.00,0.78,-10.98,910.50,0.013
0.35,0.04,-9.73,910.51,0.013
-0.24,0.47,-10.51,910.53,0.013
-0.51,-0.16,-11.14,910.54,0.012
0.63,0.20,-10.16,910.55,0.014
-0.16,-0.16,-10.67,910.56,0.012
0.39,1.29,-10.71,910.58,0.013
0.12,0.31,-10.83,910.59,0.013
0.24,0.31,-10.63,910.60,0.013
0.16,-0.16,-10.47,910.62,0.012
0.55,-3.57,-13.49,910.63,0.013
-0.31,2.79,-8.71,910.64,0.013
0.67,-1.02,-11.18,910.65,0.012
-0.86,1.29,-10.36,910.67,0.012
-0.24,-0.51,-9.49,910.68,0.014
-0.04,-0.51,-9.61,910.69,0.012
0.51,-0.08,-9.49,910.70,0.013
0.67,-1.18,-8.98,910.72,0.013
0.27,1.29,-8.71,910.73,0.013
0.71,-0.78,-9.34,910.74,0.012
-0.55,0.43,-9.34,910.76,0.013
0.24,-0.86,-9.65,910.77,0.013
0.55,-0.04,-8.90,910.78,0.013
-0.04,0.27,-9.18,910.79,0.012
0.12,0.08,-9.57,910.81,0.013
0.08,0.08,-9.30,910.82,0.013
0.04,-0.67,-9.85,910.83,0.012
0.12,0.08,-9.02,910.85,0.014
0.71,-0.08,-9.06,910.86,0.012
0.04,0.59,-9.53,910.87,0.013
-0.35,0.43,-9.30,910.88,0.012
0.47,0.16,-9.38,910.90,0.013
0.16,0.35,-9.34,910.91,0.013
-0.43,-0.43,-9.49,910.92,0.012
0.24,0.08,-9.57,910.93,0.014
-0.04,-0.51,-9.61,910.95,0.012
0.20,0.04,-9.61,910.96,0.013
-0.16,-0.04,-10.51,910.97,0.013
0.20,0.16,-9.81,910.99,0.013
-0.27,0.20,-9.89,911.00,0.012
-0.16,0.00,-10.20,911.01,0.012
0.24,0.27,-9.69,911.02,0.014
